AGT_CD,N_POLICIES_LA,N_POLICIES_LAT,N_POLICIES_POLA,TOTAL_ANP_LA,TOTAL_ANP_LAT,TOTAL_ANP_POLA,TOTAL_POLICIES,TOTAL_ANP,TICKET_SIZE,COUNT_RATIO_LA,COUNT_RATIO_LAT,COUNT_RATIO_POLA,ANP_RATIO_LA,ANP_RATIO_LAT,ANP_RATIO_POLA,COUNT_SBASE_TYPE,N_LINE_ITEM_B,N_LINE_ITEM_R,TOTAL_ANP_B,TOTAL_ANP_R,R_B_COUNT_RATIO,R_B_ANP_RATIO,N_LINE_ITEM_Cat 1,N_LINE_ITEM_Cat 2,N_LINE_ITEM_Cat 3,TOTAL_ANP_Cat 1,TOTAL_ANP_Cat 2,TOTAL_ANP_Cat 3,COUNT_RATIO_CAT1,COUNT_RATIO_CAT2,COUNT_RATIO_CAT3,ANP_RATIO_CAT1,ANP_RATIO_CAT2,ANP_RATIO_CAT3,COUNT_PRODCAT_TYPE,N_VIT_POLICIES,N_LINE_ITEM_Accident,N_LINE_ITEM_Critical Illness,N_LINE_ITEM_Disability,N_LINE_ITEM_Endowment,N_LINE_ITEM_Income,N_LINE_ITEM_Life,N_LINE_ITEM_Medical,N_LINE_ITEM_N/A,N_LINE_ITEM_Other Medical,N_LINE_ITEM_Payor/Waiver,N_LINE_ITEM_Savers,TOTAL_ANP_Accident,TOTAL_ANP_Critical Illness,TOTAL_ANP_Disability,TOTAL_ANP_Endowment,TOTAL_ANP_Income,TOTAL_ANP_Life,TOTAL_ANP_Medical,TOTAL_ANP_N/A,TOTAL_ANP_Other Medical,TOTAL_ANP_Payor/Waiver,TOTAL_ANP_Savers,COUNT_MAINNEED_TYPE,CLUSTER
846,0.0,100.0,0.0,0.0,4918.5400390625,0.0,100.0,4918.5400390625,49.185400390625,0.0,1.0,0.0,0.0,1.0,0.0,1,23.0,77.0,3747.340087890625,1171.199951171875,3.347826086956522,0.3125416758827306,4.0,28.0,68.0,1856.6500244140625,161.35000610351562,2900.5400390625,0.04,0.28,0.68,0.3774799021963797,0.0328044508778986,0.5897156469257216,3,0.0,5.0,7.0,23.0,0.0,6.0,30.0,15.0,0.0,0.0,3.0,11.0,0.0,161.35000610351562,0.0,0.0,0.0,3585.989990234375,0.0,0.0,0.0,0.0,1171.199951171875,8,0
3478,40.0,151.0,1.0,3835.39990234375,6801.60986328125,58.79999923706055,192.0,10695.80976486206,55.707342525323234,0.2083333333333333,0.7864583333333334,0.0052083333333333,0.3585890163214971,0.6359135037747156,0.0054974799037872,3,45.0,147.0,9667.150390625,1028.6600341796875,3.2666666666666666,0.1064077822951074,0.0,70.0,122.0,0.0,2887.39990234375,7808.41015625,0.0,0.3645833333333333,0.6354166666666666,0.0,0.2699561684927093,0.7300438315072907,2,2.0,2.0,22.0,29.0,0.0,6.0,45.0,55.0,0.0,0.0,14.0,19.0,58.79999923706055,0.0,0.0,0.0,0.0,6897.02978515625,2887.39990234375,0.0,0.0,16.18000030517578,836.4000244140625,8,0
4592,335.0,0.0,0.0,30940.9609375,0.0,0.0,335.0,30940.9609375,92.36107742537314,1.0,0.0,0.0,1.0,0.0,0.0,1,82.0,253.0,22709.140625,8231.8203125,3.0853658536585367,0.362489292238464,9.0,139.0,187.0,8832.400390625,9387.3203125,12721.240234375,0.026865671641791,0.4149253731343283,0.5582089552238806,0.2854597957854715,0.3033945949985898,0.4111456092159387,3,17.0,10.0,31.0,37.0,2.0,0.0,38.0,111.0,0.0,7.0,39.0,60.0,0.0,2977.739990234375,1.2599999904632568,1969.0,0.0,15503.16015625,6409.580078125,0.0,0.0,39.220001220703125,4041.0,9,1
2187,134.0,0.0,5.0,9632.8603515625,0.0,147.70999145507812,139.0,9780.570343017578,70.36381541739264,0.9640287769784172,0.0,0.0359712230215827,0.9848976096204318,0.0,0.0151023903795681,2,40.0,99.0,7244.93994140625,2535.6298828125,2.475,0.349986321946008,1.0,56.0,82.0,390.0,5315.81005859375,4074.760009765625,0.0071942446043165,0.4028776978417266,0.5899280575539568,0.0398749763330942,0.5435071801991028,0.4166178434678029,3,1.0,5.0,15.0,11.0,0.0,0.0,13.0,56.0,0.0,3.0,18.0,18.0,147.70999145507812,0.0,0.0,0.0,0.0,2720.0,5315.81005859375,0.0,0.0,32.25,1564.800048828125,8,0
253,157.0,0.0,0.0,7258.93017578125,0.0,0.0,157.0,7258.93017578125,46.2352240495621,1.0,0.0,0.0,1.0,0.0,0.0,1,30.0,127.0,5911.56982421875,1347.3599853515625,4.233333333333333,0.2279191526811788,4.0,52.0,101.0,2553.340087890625,1801.75,2903.840087890625,0.0254777070063694,0.3312101910828025,0.643312101910828,0.3517515702809221,0.2482115072564511,0.4000369224626267,3,4.0,26.0,11.0,23.0,1.0,8.0,16.0,32.0,0.0,3.0,19.0,18.0,0.0,9.119999885559082,14.84000015258789,756.6400146484375,7.5,3738.070068359375,1801.75,0.0,0.0,54.52000045776367,876.489990234375,10,0
4696,0.0,24.0,0.0,0.0,843.5399780273438,0.0,24.0,843.5399780273438,35.147499084472656,0.0,1.0,0.0,0.0,1.0,0.0,1,7.0,17.0,453.5400085449219,390.0,2.4285714285714284,0.8599020872518496,0.0,0.0,24.0,0.0,0.0,843.5399780273438,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.7899932861328,112.75,540.0,0.0,0.0,0.0,3,0
4218,543.0,4.0,17.0,40577.640625,236.0500030517578,1216.530029296875,564.0,42030.22065734863,74.52166783217842,0.9627659574468084,0.0070921985815602,0.0301418439716312,0.9654396286854928,0.0056161970924719,0.028944174222035,3,120.0,444.0,32040.220703125,9990.0,3.7,0.3117956050479277,19.0,119.0,426.0,15725.8994140625,6355.81005859375,19948.509765625,0.0336879432624113,0.2109929078014184,0.7553191489361702,0.3741569684637596,0.1512200072657451,0.4746230242704953,3,6.0,23.0,68.0,86.0,0.0,13.0,91.0,79.0,0.0,11.0,69.0,124.0,1216.530029296875,2309.18994140625,28.30000114440918,0.0,0.0,26877.208984375,4046.619873046875,0.0,0.0,244.37001037597656,7308.0,9,1
2164,222.0,0.0,0.0,14746.1298828125,0.0,0.0,222.0,14746.1298828125,66.42400848113739,1.0,0.0,0.0,1.0,0.0,0.0,1,56.0,166.0,12276.7197265625,2469.409912109375,2.9642857142857144,0.2011457430901873,0.0,93.0,129.0,0.0,7691.52978515625,7054.60009765625,0.0,0.4189189189189189,0.581081081081081,0.0,0.5215965033728063,0.4784034966271936,2,6.0,0.0,21.0,23.0,0.0,0.0,25.0,80.0,0.0,7.0,24.0,42.0,0.0,787.52001953125,2.400000095367432,0.0,0.0,5981.7998046875,6904.009765625,0.0,0.0,0.0,1070.4000244140625,7,1
3444,206.0,7.0,9.0,21063.76953125,355.20001220703125,782.4000244140625,222.0,22201.369567871094,100.00616922464457,0.927927927927928,0.0315315315315315,0.0405405405405405,0.9487599162230342,0.0159990135347803,0.0352410702421853,3,61.0,161.0,16283.849609375,5917.52001953125,2.639344262295082,0.3633981006631498,7.0,73.0,142.0,6347.5,7775.39990234375,8078.47021484375,0.0315315315315315,0.3288288288288288,0.6396396396396397,0.2859057781792482,0.3502216242196834,0.3638725976010683,3,4.0,9.0,25.0,29.0,0.0,14.0,37.0,46.0,7.0,5.0,20.0,30.0,782.4000244140625,4750.39990234375,0.0,0.0,30.899999618530277,13012.6103515625,3025.0,355.20001220703125,0.0,76.86000061035156,168.0,9,3
3565,0.0,128.0,0.0,0.0,11576.580078125,0.0,128.0,11576.580078125,90.44203186035156,0.0,1.0,0.0,0.0,1.0,0.0,1,56.0,72.0,9633.1201171875,1943.4599609375,1.2857142857142858,0.2017477138554476,2.0,5.0,121.0,3755.2001953125,959.3499755859376,6862.02978515625,0.015625,0.0390625,0.9453125,0.3243790661462573,0.0828698958783752,0.5927510379753674,3,17.0,0.0,22.0,26.0,1.0,0.0,21.0,26.0,30.0,0.0,1.0,1.0,0.0,1629.52001953125,17.75,346.5,0.0,4949.14013671875,3314.75,1167.199951171875,0.0,3.220000028610229,148.5,7,2
2795,97.0,2.0,0.0,8054.75,840.0,0.0,99.0,8894.75,89.8459595959596,0.9797979797979798,0.0202020202020202,0.0,0.905562269878299,0.094437730121701,0.0,2,23.0,76.0,8851.5498046875,43.20000076293945,3.3043478260869565,0.0048805013490476,2.0,28.0,69.0,1608.5999755859375,1590.0,5696.14990234375,0.0202020202020202,0.2828282828282828,0.696969696969697,0.1808482529202215,0.1787571344693149,0.6403946126104635,3,11.0,0.0,14.0,22.0,0.0,2.0,21.0,12.0,0.0,0.0,13.0,15.0,0.0,1590.0,0.0,0.0,0.0,7261.5498046875,0.0,0.0,0.0,0.0,43.20000076293945,7,2
4485,34.0,0.0,4.0,2911.199951171875,0.0,298.79998779296875,38.0,3209.999938964844,84.473682604338,0.8947368421052632,0.0,0.1052631578947368,0.9069158898833732,0.0,0.0930841101166267,2,10.0,28.0,3156.0,54.0,2.8,0.0171102661596958,1.0,8.0,29.0,396.7999877929688,0.0,2813.199951171875,0.0263157894736842,0.2105263157894736,0.7631578947368421,0.1236137057126949,0.0,0.8763862942873051,3,5.0,5.0,3.0,8.0,0.0,1.0,6.0,4.0,0.0,0.0,4.0,7.0,298.79998779296875,0.0,0.0,0.0,0.0,2857.199951171875,0.0,0.0,0.0,0.0,54.0,8,0
1873,223.0,0.0,0.0,21577.650390625,0.0,0.0,223.0,21577.650390625,96.7607640835202,1.0,0.0,0.0,1.0,0.0,0.0,1,49.0,174.0,20929.2109375,648.4400024414062,3.5510204081632653,0.0309825346200492,9.0,49.0,165.0,7823.60009765625,1462.9599609375,12291.08984375,0.0403587443946188,0.2197309417040358,0.7399103139013453,0.3625788782867617,0.0677997820688801,0.5696213396443581,3,5.0,2.0,29.0,46.0,0.0,2.0,44.0,27.0,0.0,0.0,33.0,40.0,0.0,739.780029296875,0.0,0.0,0.0,20092.80078125,723.1799926757812,0.0,0.0,21.88999938964844,0.0,8,2
870,114.0,0.0,0.0,7804.7998046875,0.0,0.0,114.0,7804.7998046875,68.4631561814693,1.0,0.0,0.0,1.0,0.0,0.0,1,21.0,93.0,7688.39990234375,116.4000015258789,4.428571428571429,0.015139691353775,9.0,28.0,77.0,3668.39990234375,0.0,4136.39990234375,0.0789473684210526,0.2456140350877192,0.6754385964912281,0.4700184494342236,0.0,0.5299815505657763,3,8.0,0.0,9.0,21.0,0.0,8.0,21.0,8.0,0.0,7.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,7688.39990234375,0.0,0.0,0.0,0.0,116.4000015258789,8,0
1213,431.0,3.0,30.0,60958.03125,129.97000122070312,2097.14990234375,464.0,63185.15115356445,136.1748947275096,0.9288793103448276,0.0064655172413793,0.0646551724137931,0.9647524796110452,0.0020569706465499,0.0331905497424048,3,148.0,316.0,45740.5703125,17444.580078125,2.135135135135135,0.3813809044999541,12.0,188.0,264.0,19536.30078125,15523.0595703125,28125.791015625,0.0258620689655172,0.4051724137931034,0.5689655172413793,0.3091913267362265,0.2456757518883421,0.4451329213754313,3,8.0,38.0,45.0,46.0,1.0,9.0,46.0,143.0,0.0,11.0,45.0,80.0,2097.14990234375,933.7100219726562,6.699999809265137,450.0,0.0,30331.759765625,14641.8603515625,0.0,0.0,267.57000732421875,14456.400390625,10,2
2671,3.0,139.0,0.0,387.1399841308594,6968.240234375,0.0,142.0,7355.380218505859,51.79845224299901,0.0211267605633802,0.9788732394366196,0.0,0.0526335787722883,0.9473664212277116,0.0,2,21.0,121.0,5293.68994140625,2061.68994140625,5.761904761904762,0.3894617864337119,4.0,28.0,110.0,2142.85009765625,387.1399841308594,4825.39013671875,0.028169014084507,0.1971830985915492,0.7746478873239436,0.2913309759657183,0.0526335787722883,0.6560354452619934,3,4.0,19.0,17.0,18.0,0.0,1.0,31.0,21.0,0.0,0.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,4990.4501953125,387.1399841308594,0.0,0.0,99.19000244140624,1878.5999755859373,8,2
1343,230.0,8.0,0.0,26439.640625,360.0,0.0,238.0,26799.640625,112.60353203781511,0.9663865546218487,0.0336134453781512,0.0,0.9865669840488764,0.0134330159511234,0.0,2,43.0,195.0,23181.310546875,3618.330078125,4.534883720930233,0.1560882449164538,7.0,30.0,201.0,5676.5,1334.489990234375,19788.650390625,0.0294117647058823,0.1260504201680672,0.8445378151260504,0.2118125437255577,0.0497950708020501,0.738392385472392,3,7.0,0.0,21.0,49.0,2.0,3.0,39.0,32.0,0.0,0.0,49.0,43.0,0.0,649.2000122070312,28.809999465942383,4905.8798828125,0.0,17727.619140625,685.2899780273438,0.0,0.0,293.5199890136719,2509.320068359375,8,3
4348,19.0,172.0,5.0,1355.280029296875,11364.8203125,225.6999969482422,196.0,12945.800338745115,66.05000172829142,0.096938775510204,0.8775510204081632,0.0255102040816326,0.1046887788961719,0.8778769960236875,0.0174342250801405,3,50.0,146.0,9598.3095703125,3347.489990234375,2.92,0.3487582855827172,3.0,26.0,167.0,1022.3900146484376,799.6300048828125,11123.7802734375,0.0153061224489795,0.1326530612244898,0.8520408163265306,0.0789746474927261,0.0617675220370204,0.8592578304702535,3,6.0,5.0,5.0,36.0,0.0,0.0,56.0,36.0,14.0,0.0,17.0,27.0,225.6999969482422,51.55000305175781,0.0,0.0,0.0,7701.009765625,1907.9300537109373,492.0,0.0,137.61000061035156,2430.0,7,0
1060,0.0,68.0,0.0,0.0,6411.41015625,0.0,68.0,6411.41015625,94.28544347426472,0.0,1.0,0.0,0.0,1.0,0.0,1,17.0,51.0,4257.60009765625,2153.81005859375,3.0,0.5058742035869909,0.0,5.0,63.0,0.0,0.0,6411.41015625,0.0,0.0735294117647058,0.9264705882352942,0.0,0.0,1.0,2,6.0,0.0,1.0,10.0,2.0,0.0,11.0,11.0,16.0,0.0,11.0,6.0,0.0,0.0,0.0,2416.260009765625,0.0,1133.489990234375,527.8499755859375,619.4000244140625,0.0,138.8699951171875,1575.5400390625,7,2
3110,202.0,28.0,3.0,15172.349609375,1534.3199462890625,191.8999938964844,233.0,16898.569549560547,72.52604956892938,0.8669527896995708,0.1201716738197424,0.0128755364806866,0.8978481619333017,0.0907958476478834,0.0113559904188147,3,46.0,187.0,13954.4501953125,2944.119873046875,4.065217391304348,0.2109807145276026,3.0,56.0,174.0,3106.5,1902.5399169921875,11889.5302734375,0.0128755364806866,0.2403433476394849,0.7467811158798283,0.1838321210015348,0.112585851675763,0.7035820273227021,3,1.0,12.0,25.0,36.0,0.0,13.0,40.0,40.0,0.0,0.0,25.0,42.0,191.8999938964844,947.9199829101562,1.159999966621399,0.0,0.0,12997.4599609375,979.9400024414062,0.0,0.0,2.990000009536743,1777.199951171875,8,0
759,29.0,0.0,0.0,1319.0,0.0,0.0,29.0,1319.0,45.48275862068966,1.0,0.0,0.0,1.0,0.0,0.0,1,7.0,22.0,988.1699829101562,330.8299865722656,3.142857142857143,0.334790564673876,0.0,8.0,21.0,0.0,322.3900146484375,996.6099853515624,0.0,0.2758620689655172,0.7241379310344828,0.0,0.2444200262687168,0.7555799737312832,2,0.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,5.0,0.0,219.2400054931641,0.0,189.6499938964844,0.0,476.1300048828125,103.1500015258789,0.0,0.0,2.3499999046325684,328.47998046875,9,2
4038,86.0,9.0,0.0,5329.85986328125,424.2799987792969,0.0,95.0,5754.139862060547,60.569893284847865,0.9052631578947368,0.0947368421052631,0.0,0.9262652613682972,0.0737347386317028,0.0,2,23.0,72.0,5268.009765625,486.1300048828125,3.130434782608696,0.0922796324439117,6.0,31.0,58.0,2659.199951171875,771.3300170898438,2323.60986328125,0.0631578947368421,0.3263157894736842,0.6105263157894737,0.4621368317458514,0.1340478402804146,0.4038153279737339,3,8.0,0.0,6.0,17.0,0.0,6.0,17.0,16.0,5.0,3.0,12.0,13.0,0.0,0.0,35.349998474121094,0.0,0.0,4605.56005859375,771.3300170898438,300.0,0.0,11.899999618530272,30.0,8,0
3932,258.0,83.0,0.0,16954.259765625,4226.22021484375,0.0,341.0,21180.47998046875,62.11284451750367,0.7565982404692082,0.2434017595307918,0.0,0.8004662680571502,0.1995337319428499,0.0,2,159.0,182.0,18452.51953125,2727.9599609375,1.1446540880503144,0.1478367198754404,1.0,153.0,187.0,1456.5,15635.1201171875,4088.860107421875,0.002932551319648,0.4486803519061583,0.5483870967741935,0.0687661462136117,0.7381853457232391,0.1930485080631492,3,1.0,69.0,24.0,33.0,0.0,15.0,40.0,142.0,0.0,1.0,11.0,6.0,234.16000366210935,179.10000610351562,81.04000091552734,0.0,195.2400054931641,3551.929931640625,15759.1396484375,0.0,0.0,251.07000732421875,928.7999877929688,9,0
3484,32.0,56.0,0.0,4352.5400390625,4364.83984375,0.0,88.0,8717.3798828125,99.06113503196023,0.3636363636363636,0.6363636363636364,0.0,0.4992945239938579,0.5007054760061421,0.0,2,49.0,39.0,6852.97021484375,1864.4100341796875,0.7959183673469388,0.2720586805034285,0.0,32.0,56.0,0.0,4352.5400390625,4364.83984375,0.0,0.3636363636363636,0.6363636363636364,0.0,0.4992945239938579,0.5007054760061421,2,7.0,0.0,2.0,13.0,0.0,0.0,13.0,34.0,21.0,1.0,4.0,0.0,0.0,223.79000854492188,0.0,0.0,0.0,1495.0999755859375,5089.18017578125,1851.5999755859373,0.0,57.709999084472656,0.0,6,1
1428,68.0,0.0,0.0,7965.85009765625,0.0,0.0,68.0,7965.85009765625,117.1448543772978,1.0,0.0,0.0,1.0,0.0,0.0,1,20.0,48.0,5514.10986328125,2451.739990234375,2.4,0.4446302396984582,2.0,32.0,34.0,1508.9000244140625,3582.099853515625,2874.85009765625,0.0294117647058823,0.4705882352941176,0.5,0.1894210949288024,0.4496820633697836,0.3608968417014139,3,0.0,0.0,11.0,7.0,0.0,5.0,8.0,20.0,0.0,1.0,7.0,9.0,0.0,1754.0,0.0,0.0,0.0,3776.89990234375,1828.0999755859373,0.0,0.0,12.850000381469728,594.0,8,0
4559,23.0,5.0,0.0,946.77001953125,60.630001068115234,0.0,28.0,1007.4000205993652,35.97857216426304,0.8214285714285714,0.1785714285714285,0.0,0.9398153664598472,0.0601846335401528,0.0,2,6.0,22.0,787.4199829101562,219.97999572753903,3.6666666666666665,0.2793680634247233,0.0,5.0,23.0,0.0,231.57000732421875,775.8300170898438,0.0,0.1785714285714285,0.8214285714285714,0.0,0.2298689713243829,0.7701310286756171,2,2.0,0.0,1.0,4.0,0.0,0.0,5.0,6.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,628.530029296875,231.57000732421875,0.0,0.0,3.3000001907348637,144.0,6,0
979,0.0,34.0,0.0,0.0,1878.300048828125,0.0,34.0,1878.300048828125,55.24411908318015,0.0,1.0,0.0,0.0,1.0,0.0,1,10.0,24.0,1439.9100341796875,438.3899841308594,2.4,0.3044565102851088,0.0,6.0,28.0,0.0,0.0,1878.300048828125,0.0,0.1764705882352941,0.8235294117647058,0.0,0.0,1.0,2,4.0,0.0,2.0,8.0,1.0,0.0,9.0,6.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,199.80999755859372,0.0,940.6900024414062,299.4100036621094,0.0,0.0,34.76000213623047,403.6300048828125,7,4
3178,455.0,0.0,65.0,54991.23828125,0.0,6284.5,520.0,61275.73828125,117.83795823317308,0.875,0.0,0.125,0.8974390162195236,0.0,0.1025609837804764,2,162.0,358.0,41481.05078125,19794.689453125,2.2098765432098766,0.4771983611869463,23.0,120.0,377.0,18508.69921875,2879.89990234375,39887.140625,0.0442307692307692,0.2307692307692307,0.725,0.3020559081855867,0.046999023011017,0.6509450688033963,3,37.0,67.0,54.0,84.0,3.0,0.0,88.0,58.0,0.0,25.0,48.0,93.0,6284.5,1095.300048828125,1.159999966621399,3236.800048828125,0.0,30569.890625,1784.5999755859375,0.0,0.0,8.489999771118164,18295.0,9,2
